State,Avg_Daily_Distance_(km),Brand,Model,Price_INR,Year_of_Manufacture,Engine_Capacity_cc,Fuel_Type,Mileage_km_per_l,Owner_Type,Registration_Year,Insurance_Status,Seller_Type,Resale_Price_INR,City_Tier
uttar pradesh,66.82,honda,cbr 650r,384436,2022,870,electric,84.45,third,2024,expired,individual,241264.25,tier 3
madhya pradesh,31.85,royal enfield,classic 350,170799,2023,341,hybrid,65.88,first,2023,not available,individual,119302.29,tier 3
karnataka,61.08,bajaj,platina 110,210383,2017,746,petrol,40.61,first,2017,active,dealer,89113.13,metro
karnataka,22.69,kawasaki,versys 650,190670,2021,781,hybrid,92.56,first,2021,expired,individual,137764.92,metro
karnataka,22.88,kawasaki,vulcan s,172676,2017,955,electric,80.66,first,2017,not available,dealer,74748.57,tier 3
tamil nadu,20.92,royal enfield,hunter 350,322772,2023,388,petrol,42.74,third,2023,expired,dealer,230892.23,tier 1
tamil nadu,30.88,tvs,ntorq 125,320084,2016,818,petrol,30.83,third,2023,expired,individual,236901.87,tier 2
west bengal,20.0,ktm,rc 390,359578,2022,720,electric,70.08,first,2022,expired,individual,246538.17,metro
uttar pradesh,35.92,bajaj,avenger 220,293016,2022,301,hybrid,70.2,second,2024,active,individual,151670.93,tier 3
karnataka,75.41,royal enfield,himalayan,105444,2020,685,electric,88.28,third,2024,active,individual,68932.34,tier 3
madhya pradesh,70.18,honda,unicorn,83002,2015,833,electric,67.42,first,2015,active,dealer,40009.25,tier 1
gujarat,50.32,bajaj,avenger 220,380811,2024,785,electric,60.57,third,2024,expired,dealer,264035.75,tier 2
gujarat,14.71,yamaha,fz v3,118237,2018,783,electric,60.87,first,2018,expired,dealer,54387.33,tier 2
tamil nadu,20.78,bajaj,avenger 220,153625,2020,780,hybrid,94.55,first,2020,not available,individual,122644.5,metro
rajasthan,37.77,royal enfield,interceptor 650,91958,2023,696,electric,76.67,second,2024,active,individual,47201.67,tier 1
punjab,26.18,honda,dio,95985,2024,923,electric,61.83,first,2024,not available,dealer,75134.38,tier 1
rajasthan,11.69,kawasaki,z650,295309,2021,507,electric,81.39,first,2021,not available,individual,233428.43,tier 2
west bengal,5.76,kawasaki,ninja 400,129168,2018,173,petrol,26.19,third,2019,active,individual,73966.11,tier 2
madhya pradesh,55.54,bajaj,pulsar 150,323303,2016,236,hybrid,77.29,third,2019,expired,individual,234766.27,tier 1
gujarat,77.71,kawasaki,ninja 300,75155,2023,491,hybrid,65.4,third,2024,active,individual,45821.22,tier 1
madhya pradesh,51.72,ktm,250 duke,179562,2022,276,electric,65.47,third,2024,expired,dealer,121592.18,tier 1
madhya pradesh,44.28,hero,xtreme 160r,364587,2023,304,hybrid,74.86,first,2023,not available,individual,188720.84,tier 2
west bengal,41.55,tvs,ntorq 125,64614,2018,527,electric,60.21,third,2018,expired,dealer,32804.42,tier 2
west bengal,33.58,yamaha,fz v3,179257,2023,877,electric,60.19,second,2024,active,dealer,136384.78,tier 1
rajasthan,54.23,bajaj,pulsar 150,368778,2015,304,petrol,47.97,first,2015,active,dealer,165179.85,tier 2
karnataka,26.51,kawasaki,vulcan s,151692,2022,975,hybrid,85.89,first,2022,active,individual,95425.93,metro
delhi,18.22,ktm,rc 390,260792,2016,808,electric,62.69,first,2016,expired,individual,195731.82,tier 3
gujarat,47.65,bajaj,dominar 400,140371,2016,221,hybrid,71.32,third,2019,expired,individual,88144.77,tier 3
tamil nadu,9.27,kawasaki,ninja 300,103106,2015,664,electric,81.32,third,2018,expired,individual,53412.0,tier 2
delhi,75.87,kawasaki,z650,279676,2015,868,hybrid,94.14,third,2021,expired,individual,117086.94,tier 3
karnataka,46.61,royal enfield,interceptor 650,346428,2019,182,hybrid,63.08,first,2019,active,dealer,195152.34,tier 2
west bengal,26.6,hero,xtreme 160r,246989,2021,791,petrol,43.26,second,2024,not available,dealer,102677.13,tier 2
maharashtra,26.84,tvs,ronin,391116,2024,786,hybrid,97.87,second,2024,active,individual,182577.01,tier 3
tamil nadu,75.49,tvs,jupiter,194045,2015,880,hybrid,85.99,first,2015,not available,individual,133995.41,metro
rajasthan,29.37,ktm,390 adventure,342382,2019,630,hybrid,92.56,first,2019,active,individual,230859.75,tier 3
west bengal,36.52,bajaj,pulsar 150,292134,2015,797,petrol,30.35,third,2018,not available,dealer,125385.99,tier 2
west bengal,75.25,hero,passion pro,167103,2017,390,petrol,26.77,third,2019,expired,individual,96626.32,tier 3
uttar pradesh,12.72,ktm,125 duke,78385,2015,516,electric,90.67,second,2022,expired,dealer,40278.1,tier 1
rajasthan,20.57,yamaha,fascino 125,326737,2016,254,hybrid,93.72,second,2024,active,individual,255543.04,tier 3
karnataka,68.91,bajaj,dominar 400,132053,2021,136,electric,70.12,third,2022,not available,dealer,64059.23,tier 3
tamil nadu,49.16,honda,dio,205721,2022,389,hybrid,61.93,first,2022,active,dealer,111736.21,tier 2
karnataka,67.9,bajaj,avenger 220,60309,2015,291,petrol,49.18,first,2015,not available,dealer,40962.96,tier 1
maharashtra,66.02,hero,glamour,257651,2018,871,electric,75.0,second,2022,expired,individual,166848.04,tier 2
west bengal,9.27,kawasaki,z650,52175,2019,325,hybrid,81.16,first,2019,not available,individual,35917.84,tier 2
west bengal,12.01,ktm,250 duke,327964,2018,473,electric,80.07,first,2018,not available,individual,187427.36,tier 1
tamil nadu,12.66,kawasaki,versys 650,394465,2023,595,electric,63.3,first,2023,active,dealer,251372.31,tier 1
gujarat,27.16,yamaha,r15 v4,178098,2018,663,electric,74.26,third,2022,active,individual,75685.39,metro
maharashtra,50.22,tvs,ntorq 125,289155,2019,608,electric,84.27,first,2019,not available,dealer,193255.33,tier 1
punjab,67.85,ktm,rc 390,387513,2018,830,petrol,25.83,third,2020,expired,individual,256430.81,tier 3
uttar pradesh,31.14,bajaj,pulsar 150,235938,2016,215,petrol,26.43,second,2016,active,individual,167704.98,tier 3
delhi,30.72,hero,glamour,73614,2018,986,petrol,31.19,third,2018,expired,dealer,48447.97,metro
delhi,29.84,royal enfield,hunter 350,131001,2019,914,petrol,37.34,second,2022,active,individual,76524.48,tier 2
rajasthan,36.95,ktm,125 duke,68834,2024,474,petrol,39.72,second,2024,not available,individual,51187.66,tier 2
madhya pradesh,64.19,hero,splendor plus,188702,2020,546,electric,72.14,first,2020,active,dealer,84544.15,metro
madhya pradesh,38.03,ktm,390 adventure,106604,2016,662,hybrid,96.38,third,2024,active,individual,51615.38,tier 2
madhya pradesh,14.04,hero,splendor plus,123169,2018,924,electric,68.18,first,2018,active,dealer,57945.29,metro
uttar pradesh,47.43,bajaj,ct 100,225623,2019,690,electric,94.39,second,2023,active,individual,105341.37,tier 1
rajasthan,76.64,bajaj,avenger 220,360054,2017,146,hybrid,60.71,second,2019,not available,individual,209647.86,tier 2
karnataka,20.25,yamaha,r15 v4,97147,2022,684,electric,97.91,first,2022,expired,dealer,57787.32,tier 3
karnataka,64.14,yamaha,fz v3,262798,2017,904,petrol,31.48,first,2017,active,dealer,118911.75,metro
madhya pradesh,65.0,kawasaki,versys 650,360036,2024,728,hybrid,74.91,third,2024,not available,individual,247404.18,tier 3
west bengal,23.53,tvs,jupiter,358498,2019,819,hybrid,68.15,first,2019,active,dealer,245524.64,tier 1
tamil nadu,46.56,bajaj,pulsar 150,309052,2015,195,electric,94.54,first,2015,active,individual,147423.71,tier 3
uttar pradesh,6.22,ktm,390 adventure,114386,2024,255,electric,96.5,third,2024,active,dealer,61908.43,tier 3
maharashtra,43.17,honda,activa,297039,2016,323,electric,64.27,first,2016,not available,dealer,150951.33,tier 3
gujarat,17.19,ktm,250 duke,173420,2024,991,petrol,59.11,third,2024,active,individual,114608.75,tier 3
karnataka,20.68,royal enfield,hunter 350,398805,2017,520,petrol,32.83,second,2023,expired,dealer,255834.13,metro
delhi,10.6,kawasaki,ninja 400,320738,2019,980,hybrid,67.35,second,2023,not available,dealer,234411.32,tier 1
punjab,39.93,yamaha,mt-15,194838,2017,175,electric,89.42,second,2019,not available,dealer,135955.55,tier 1
punjab,45.75,hero,passion pro,357488,2021,901,petrol,38.97,first,2021,not available,individual,264165.37,tier 1
maharashtra,62.79,bajaj,avenger 220,109001,2022,334,petrol,36.2,second,2022,not available,dealer,45667.73,tier 3
delhi,12.52,bajaj,avenger 220,261467,2019,593,hybrid,81.64,first,2019,not available,dealer,193270.33,tier 1
west bengal,69.97,hero,splendor plus,87153,2024,991,hybrid,75.1,second,2024,active,individual,43972.94,tier 2
delhi,28.2,kawasaki,ninja 300,64339,2015,104,electric,95.71,second,2017,active,individual,30078.06,tier 3
maharashtra,6.64,tvs,apache rtr 160,249474,2022,399,petrol,29.41,third,2023,active,individual,185529.47,tier 1
uttar pradesh,58.91,yamaha,fascino 125,50263,2017,106,hybrid,90.84,second,2023,expired,dealer,20532.07,tier 2
maharashtra,64.48,hero,passion pro,187128,2017,260,petrol,58.3,second,2017,active,individual,137405.18,tier 1
karnataka,38.94,hero,hf deluxe,199734,2022,764,hybrid,76.73,first,2022,expired,dealer,118345.74,metro
punjab,29.48,kawasaki,ninja 400,126542,2020,762,petrol,45.29,second,2020,active,individual,89267.31,tier 2
madhya pradesh,61.23,bajaj,platina 110,358833,2017,965,hybrid,62.6,second,2023,expired,individual,217525.31,tier 1
maharashtra,55.64,ktm,duke 200,227660,2023,184,petrol,31.86,third,2023,active,dealer,163246.68,metro
karnataka,67.18,tvs,ronin,363880,2020,169,petrol,25.9,first,2020,expired,individual,212475.0,tier 3
madhya pradesh,67.69,tvs,ronin,143708,2018,536,hybrid,64.48,first,2018,expired,individual,72186.52,tier 2
rajasthan,25.14,kawasaki,ninja 400,186214,2019,830,petrol,53.97,third,2024,not available,individual,116803.23,metro
rajasthan,55.06,kawasaki,ninja 300,328442,2024,669,petrol,57.91,second,2024,not available,individual,191918.21,tier 3
delhi,76.79,honda,cbr 650r,324556,2024,333,hybrid,79.42,first,2024,not available,individual,190833.22,tier 2
karnataka,79.12,honda,activa,123749,2022,586,electric,94.76,first,2022,expired,dealer,50327.81,metro
rajasthan,59.67,kawasaki,ninja 400,222916,2016,696,petrol,26.54,third,2019,not available,individual,171871.32,metro
tamil nadu,59.27,hero,xtreme 160r,111015,2019,924,petrol,40.32,first,2019,expired,dealer,74686.0,tier 1
rajasthan,54.96,yamaha,mt-15,158719,2023,844,hybrid,91.08,first,2023,not available,individual,112603.15,tier 1
uttar pradesh,80.0,ktm,125 duke,188891,2019,418,electric,89.65,second,2021,active,individual,84282.59,tier 1
west bengal,12.39,kawasaki,versys 650,193882,2016,314,electric,71.66,first,2016,not available,dealer,154227.96,tier 1
karnataka,66.29,tvs,ntorq 125,242976,2016,291,petrol,52.06,third,2022,expired,dealer,190481.41,tier 3
tamil nadu,78.56,kawasaki,z650,327003,2019,148,hybrid,63.05,third,2023,not available,individual,184054.11,metro
karnataka,12.86,royal enfield,himalayan,192524,2017,218,petrol,40.71,first,2017,active,dealer,113448.6,tier 1
madhya pradesh,25.63,bajaj,dominar 400,109109,2023,133,electric,71.54,second,2023,not available,individual,68500.14,metro
delhi,41.81,hero,xtreme 160r,62927,2017,649,hybrid,71.13,third,2020,active,individual,35138.61,tier 3
tamil nadu,18.46,yamaha,mt-15,61920,2017,379,petrol,29.37,second,2020,not available,individual,45364.8,tier 3
delhi,66.55,yamaha,mt-15,295724,2021,409,electric,86.44,first,2021,not available,dealer,219296.96,metro
west bengal,75.99,yamaha,mt-15,253591,2015,100,petrol,42.7,first,2015,active,dealer,124114.47,tier 1
gujarat,11.8,kawasaki,ninja 300,355312,2015,303,hybrid,63.93,third,2023,not available,individual,249751.73,tier 1
maharashtra,53.78,kawasaki,ninja 300,228829,2018,851,petrol,25.91,second,2024,active,dealer,107706.69,metro
punjab,43.55,royal enfield,hunter 350,237877,2023,793,hybrid,95.87,first,2023,expired,dealer,110365.32,metro
uttar pradesh,35.31,ktm,250 duke,325440,2019,619,hybrid,84.49,second,2019,expired,dealer,170363.39,tier 2
karnataka,71.24,tvs,ntorq 125,326229,2020,759,petrol,41.7,first,2020,not available,dealer,172577.75,metro
madhya pradesh,16.65,bajaj,pulsar 150,303080,2018,887,electric,67.42,first,2018,expired,dealer,230635.27,metro
tamil nadu,75.93,honda,activa,354225,2023,437,electric,77.1,second,2023,not available,individual,169993.96,tier 1
west bengal,28.48,yamaha,fz v3,97459,2016,109,petrol,46.49,second,2016,active,individual,50013.44,tier 3
delhi,13.94,tvs,ntorq 125,285453,2023,100,electric,97.84,third,2023,active,dealer,189359.75,tier 3
maharashtra,31.59,ktm,390 adventure,214607,2019,897,hybrid,84.53,first,2019,active,dealer,120621.12,tier 1
madhya pradesh,27.48,ktm,duke 200,102836,2024,394,electric,89.56,second,2024,expired,individual,74732.84,metro
gujarat,13.69,ktm,390 adventure,134145,2015,958,electric,84.59,first,2015,not available,individual,85453.55,tier 3
gujarat,51.4,ktm,rc 390,70494,2024,302,electric,93.82,third,2024,active,dealer,36148.05,metro
west bengal,26.76,honda,dio,246007,2024,939,petrol,38.78,second,2024,active,dealer,121562.65,tier 1
madhya pradesh,70.48,yamaha,mt-15,150201,2021,245,petrol,49.53,first,2021,not available,dealer,85576.72,metro
madhya pradesh,31.24,kawasaki,vulcan s,80411,2023,182,hybrid,93.79,third,2024,not available,individual,40136.35,metro
maharashtra,22.97,ktm,125 duke,86109,2015,402,electric,73.92,third,2020,active,individual,49522.82,tier 1
madhya pradesh,27.35,royal enfield,himalayan,266652,2022,936,electric,77.38,third,2023,active,dealer,168152.38,metro
gujarat,60.5,hero,passion pro,305749,2024,948,electric,70.02,first,2024,not available,dealer,133661.66,tier 3
delhi,32.27,yamaha,r15 v4,188978,2017,242,petrol,51.5,first,2017,active,dealer,126954.42,tier 1
punjab,65.49,honda,unicorn,227264,2017,993,electric,79.34,third,2018,not available,individual,131165.96,tier 3
rajasthan,68.27,bajaj,pulsar 150,150615,2020,431,hybrid,73.59,third,2024,active,individual,119462.41,metro
delhi,60.76,kawasaki,versys 650,234759,2021,927,hybrid,95.47,second,2023,expired,individual,136345.18,tier 1
gujarat,16.1,royal enfield,hunter 350,353397,2020,876,petrol,42.05,third,2024,expired,individual,170240.94,metro
delhi,14.94,yamaha,ray zr,84526,2016,685,hybrid,85.79,second,2024,active,individual,45844.78,metro
punjab,79.79,honda,activa,333201,2021,475,petrol,59.15,second,2022,active,individual,194521.81,tier 1
uttar pradesh,60.59,ktm,390 adventure,76947,2017,898,hybrid,80.01,second,2023,expired,dealer,38569.49,tier 2
uttar pradesh,14.4,yamaha,fascino 125,177471,2023,949,hybrid,69.92,second,2024,not available,dealer,120126.81,tier 3
karnataka,7.04,honda,shine,249034,2015,508,hybrid,92.66,first,2015,not available,dealer,154284.73,metro
gujarat,69.71,honda,shine,170725,2022,674,petrol,25.24,third,2024,expired,dealer,78975.61,tier 2
rajasthan,47.84,ktm,125 duke,166799,2019,951,electric,88.87,first,2019,expired,individual,103353.41,tier 1
rajasthan,25.66,tvs,apache rtr 160,192247,2024,674,hybrid,97.84,second,2024,not available,individual,119681.44,tier 3
west bengal,78.75,royal enfield,meteor 350,215135,2021,916,hybrid,92.41,first,2021,not available,individual,152709.32,metro
west bengal,66.05,royal enfield,himalayan,184871,2016,294,hybrid,79.95,third,2022,not available,dealer,86066.95,tier 3
rajasthan,48.41,tvs,apache rtr 160,242782,2024,114,electric,85.4,second,2024,expired,individual,160657.65,tier 1
uttar pradesh,17.29,royal enfield,classic 350,357315,2015,961,hybrid,75.73,first,2015,expired,individual,230011.54,tier 1
tamil nadu,23.7,honda,unicorn,278279,2023,403,hybrid,85.88,second,2023,active,individual,187195.26,tier 2
west bengal,74.72,tvs,ntorq 125,319237,2024,512,hybrid,84.97,second,2024,not available,individual,186415.12,tier 1
maharashtra,34.81,royal enfield,himalayan,141634,2019,919,petrol,46.29,third,2019,expired,dealer,65345.76,tier 3
punjab,29.64,bajaj,ct 100,236118,2020,144,petrol,45.3,third,2021,not available,dealer,187329.02,metro
karnataka,50.28,ktm,rc 390,241450,2023,850,hybrid,82.43,second,2023,not available,dealer,178168.54,metro
maharashtra,15.86,ktm,duke 200,130679,2016,612,hybrid,80.22,first,2016,active,dealer,68575.27,tier 1
madhya pradesh,52.71,ktm,duke 200,361550,2022,373,hybrid,76.76,third,2022,active,dealer,284628.24,metro
tamil nadu,57.55,hero,glamour,170844,2022,684,hybrid,96.65,first,2022,not available,dealer,135762.55,tier 3
karnataka,54.79,bajaj,platina 110,369718,2019,1000,hybrid,88.08,third,2022,expired,dealer,188942.11,tier 3
west bengal,6.41,royal enfield,interceptor 650,191966,2023,659,hybrid,88.53,second,2023,not available,dealer,132482.72,tier 1
madhya pradesh,11.11,kawasaki,ninja 400,355215,2024,922,petrol,53.6,third,2024,not available,individual,219899.86,tier 2
delhi,71.18,tvs,apache rtr 160,187372,2017,314,petrol,51.91,first,2017,expired,individual,107695.28,tier 3
rajasthan,12.12,ktm,390 adventure,364520,2023,649,electric,74.39,third,2024,expired,individual,228305.3,tier 3
delhi,45.22,honda,dio,334618,2021,179,petrol,41.15,third,2021,active,individual,180901.69,tier 2
punjab,28.06,honda,unicorn,312216,2019,804,electric,64.73,second,2020,active,individual,218474.33,metro
rajasthan,72.45,yamaha,fz v3,57183,2015,175,hybrid,73.25,second,2016,not available,individual,35202.15,tier 1
west bengal,78.93,ktm,390 adventure,364717,2016,197,hybrid,67.29,third,2021,active,individual,226433.72,metro
madhya pradesh,37.1,royal enfield,interceptor 650,284107,2015,699,hybrid,85.82,third,2022,not available,dealer,169774.67,metro
uttar pradesh,26.07,royal enfield,classic 350,91302,2022,302,petrol,28.95,first,2022,active,individual,46482.34,tier 3
karnataka,57.87,honda,cbr 650r,399791,2020,725,hybrid,96.65,second,2020,expired,dealer,188610.21,tier 1
tamil nadu,76.38,yamaha,r15 v4,322962,2024,825,electric,69.67,second,2024,not available,dealer,248477.61,metro
tamil nadu,48.57,hero,glamour,252825,2019,399,petrol,45.49,first,2019,active,dealer,137548.49,tier 2
uttar pradesh,6.19,kawasaki,ninja 300,281821,2023,540,electric,77.42,third,2024,active,dealer,137692.68,tier 2
gujarat,36.16,bajaj,pulsar 150,174194,2016,129,electric,73.96,second,2019,active,dealer,116232.15,metro
karnataka,29.15,bajaj,pulsar 150,370799,2022,759,petrol,35.69,second,2022,expired,dealer,294285.96,metro
uttar pradesh,51.78,tvs,ntorq 125,203334,2023,372,hybrid,78.11,second,2023,expired,individual,82900.6,tier 2
west bengal,30.21,ktm,390 adventure,182551,2018,679,petrol,37.78,first,2018,active,dealer,129881.39,metro
uttar pradesh,22.0,tvs,ntorq 125,114827,2017,932,petrol,52.57,third,2022,not available,individual,90507.58,tier 2
gujarat,67.83,kawasaki,vulcan s,206540,2024,469,hybrid,80.07,second,2024,not available,dealer,130554.44,metro
maharashtra,48.82,ktm,390 adventure,226977,2019,889,electric,67.76,first,2019,active,individual,111637.48,tier 3
maharashtra,19.28,hero,glamour,253009,2018,931,petrol,25.7,second,2021,not available,dealer,118144.37,metro
maharashtra,47.91,honda,activa,157160,2022,986,electric,72.84,third,2024,not available,dealer,84507.3,tier 3
punjab,37.48,yamaha,mt-15,229311,2021,139,hybrid,70.82,first,2021,active,dealer,99891.72,tier 1
